Tweet,Student,"Sentiment (positive, negative, or Neutral)"
rt therealjackiej: win phdwomanuk pack &amp; womenshealth lifebox in our winter fitness competition! rt &amp; follow with lbwomenunite \u2026,Jai Yeong Koh,positive
winter wonderland with my boo AT_USER \ud83d\udc8b\ud83d\ude3b\ud83c\udf77 URL,Jai Yeong Koh,positive
rt AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER bring elderly indoors \u2026,Jai Yeong Koh,neutral
forgive me for all of my complaints re: winter in colorado. i know not what i did.,Jai Yeong Koh,negative
the newspaper says that it is going to be cold this winter.,Jai Yeong Koh,negative
what's your favorite outdoor winter activity?,Jai Yeong Koh,positive
rt AT_USER another fundraising event put on by freinds to buy winter supplys of warm sleeping bags opsafewinter URL,Jai Yeong Koh,positive
"i love my \""winter\"" heart range in a surround. URL original jewellery design",Jai Yeong Koh,positive
winter eve \u2744\ufe0f URL,Jai Yeong Koh,positive
"AT_USER loved landscapes, that's what we like AT_USER via the winter vault by anne michaels dmlandscape URL",James McQuillan,positive
"girls be like \""nyc in the winter\ud83d\ude0d\"" but when them rats get cold and move in with you it won't be so \""\ud83d\ude0d\ud83d\ude0d\"" anymore\ud83d\ude02 URL",James McQuillan,neutral
"AT_USER i love the protect and perfect skincare range, especially the serum &lt;3 keeps my skin looking good in the winter too",James McQuillan,positive
"rt AT_USER winter storm watch thursday for se nebraska, including lnk, for rain, snow, freezing rain and ice accumulation. URL",James McQuillan,neutral
rt AT_USER winter storm watch issued for carbon county wywx URL,James McQuillan,neutral
URL winter classic alumni game rosters announced sportstap,James McQuillan,neutral
i really like this cover photo URL,James McQuillan,positive
AT_USER okay i'm getting my car fixed during winter break so i may be stuck in the house then,James McQuillan,neutral
excited for this.. &amp; so many great titles to look forward to this winter. URL,James McQuillan,positive
"rt AT_USER htgawm - sinopsis 2.09 \""what did we do?\"" (winter finale). URL URL",James McQuillan,neutral
"don't forget me, i beg... e me day today university uhu moment smile winter sun like\u2026 URL",James McQuillan,positive
"a winter weather advisory has been issued for south-central ks, including sedgwick county in effect from 6pm thursday to 6am saturday.",James McQuillan,neutral
all lunches during the winter should be soups,James McQuillan,neutral
"lmao, she looks so confused but her jacket is cutee URL",James McQuillan,positive
rt AT_USER be someone's winter's sun.,James McQuillan,positive
"AT_USER \ud83d\udc4d\ud83c\udffb thanks hun! i liked it too! \ud83d\ude0a was nice for the summer but wanted to go back dark 4 winter, just hasn't gone to plan \ud83d\ude15",James McQuillan,positive
after 2 hours gym it's winter wonderland outside \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d URL,James McQuillan,neutral
"rt AT_USER this is snow joke. winter is here, zags! URL",James McQuillan,negative
is winter over already?,James McQuillan,negative
AT_USER you are so wise!!! so me the ways of a winter goddess \ud83d\ude01,James McQuillan,positive
max mize energ in winter by weather-stripping or caulking to cover doorway gaps for reduced heating load on hvac systems,James McQuillan,neutral
rt AT_USER need the winter sports schedule? URL,James McQuillan,neutral
"AT_USER i almost broke my refresh button! now i only have to learn how to survive ten hours queueing, in winter... lol",James McQuillan,positive
as the winter winds litter london with london with lonely hearts oh the warmth in your eyes swept me into your arms,James McQuillan,positive
rt AT_USER exo confirmed to comeback with winter special album on dec and are going to promote it URL,James McQuillan,neutral
rt AT_USER winter is looming... we're so nearly in business with our new snowploughs! what do you think? URL,James McQuillan,positive
please be safe if you will be on the road! URL URL,James McQuillan,neutral
rt AT_USER do you have a winter survival kit for your car? some things to include: URL thinksafe URL,James McQuillan,neutral
rt AT_USER winter \ud83d\ude0d. URL,James McQuillan,neutral
hot coffee and cold winter mornings are two of the best soul mates who ever did find each other. -terri guillemets,James McQuillan,positive
must avoid popular winter destinations URL planning a trip? don\u2019t forget travelinsurance URL,James McQuillan,negative
AT_USER lets go to winter wonderlandddd \u263a\ufe0f\ud83c\udf85\ud83c\udffc,James McQuillan,neutral
1 adult nfl\u00ae new era\u00ae san diego chargers retro winter fresh pom-top beanie hat URL nfl URL,James McQuillan,neutral
\u2744\ufe0fthe secret stage school is running a 2 day winter workshop culminating in a mini-production!!!\u2744\ufe0f ideal time to... URL,James McQuillan,neutral
dying inside cause it's winter URL,James McQuillan,negative
"rt AT_USER i love winter but honey, can you wait a week or too? i need to go buy some warm shirts",James McQuillan,negative
so there's a winter storm warning in bing. glad i made it the f*** outta there,James McQuillan,negative
rt AT_USER winter crop by hh photography of florida URL crated via AT_USER vegetables farm buyart,James McQuillan,neutral
rt AT_USER winter tip 1: keeping your car off the street will speed up snow removal. cars impeding snow plowing can be ticketed and / or\u2026,James McQuillan,neutral
"rt AT_USER this winter take your kid to see me in \""alvin and the chipmunks\"" and take your weird cousin who lives in an attic to see \u2026",James McQuillan,neutral
holiday academy presents - forest school - URL book now for winter term! forestschool kids URL,James McQuillan,positive
rt AT_USER feeling the chill today! freezing winter URL,James McQuillan,negative
just got me a few winter hats lil shopping,James McQuillan,positive
university hosts winter wonderland URL URL eventmanagement,James McQuillan,neutral
where to see the nutcracker in san\u00a0diego URL christmas winter plays,James McQuillan,neutral
thanks to AT_USER AT_USER ucrania paniagua and ron palmer for helping with the winter coat drive earlier today! URL,James McQuillan,positive
"coloradosprings parks provide lots of winter fun URL don't be shy. jacket, hat, gloves=&gt; go",James McQuillan,neutral
rt AT_USER hiccup or die is out! my little ode to magical winter :) hard but has ending! URL indiegamedev URL,James McQuillan,positive
AT_USER its so hard to decide what to bring home!! i don't even want to think about packing for winter break..,James McQuillan,negative
tour juneau alaska over the winter. - vacation travel URL,James McQuillan,neutral
rt AT_USER 2 days till thanksgiving 7 days till december starts 25 days till winter break 31 days till christmas 38 days till ne\u2026,John Dickinson,neutral
this winter break i have a lot of important things to do. like sleep,John Dickinson,neutral
rt AT_USER the mountains are no longer bare of snow \u2013 it appears winter is on its way! mountainmonday URL,John Dickinson,positive
rt AT_USER whypakisbeautiful foggy night of islamabad in winter. feel the calmness in the scene.\ud83d\udc4d URL,John Dickinson,positive
rt AT_USER \u2728 signs as klaine winter layouts: libra \u2728 URL,John Dickinson,neutral
extreme winter conditions. URL,John Dickinson,neutral
skirts winter 15/16 love#greatful#ponys# lifeisgreat#fashion my#passion# URL,John Dickinson,positive
see AT_USER black friday concert at AT_USER for AT_USER winter arts &amp; soul fest! URL URL,John Dickinson,positive
freebies in the dead of winter by abbey pen baker. historical crime thriller. plsrt. iartg thrillers URL,John Dickinson,neutral
enjoy the beauty of a smoky mountain winter day! stay in one of our beautiful condos! click here to learn more... URL,John Dickinson,positive
AT_USER autumn and winter,John Dickinson,neutral
rt AT_USER i volunteer to take a trip here this winter \u2744\ufe0f\ud83d\uddfb\ud83c\udf28 URL,John Dickinson,neutral
"rt AT_USER between street lights, coldest winter, say you will URL",John Dickinson,neutral
it is the end of november in colorado but the squids are out in force. i feel like a moron in my winter riding gear.,John Dickinson,negative
luxurious pink fur gilet#instafur musthave fashion item#winter#loveit URL,John Dickinson,positive
rt AT_USER beautiful winter\u2665lovely view\u2665warm feelings\u2665romantic atmosphere\u2665wonderland\u2665white\u2665snow\u2665beauty\u2665 URL,John Dickinson,positive
"rt AT_USER valentine cameron prinsep (1838-1904) - at the first touch of winter, summer fades away URL",John Dickinson,neutral
"AT_USER where are you hiding fall/winter? come on james, i need the cold! many out there would lead me to believe that this is your fault.",John Dickinson,neutral
"san antonio nissan dealer preps drivers for winter with exclusive online coupons, vehicle research winter URL",John Dickinson,neutral
"can't wait to start college this winter, bout time i started getting my s*** together. \ud83d\ude0c",John Dickinson,positive
all sorted for the weekend x winter woolies bought ready for winterwonderland \ud83c\udf85\ud83c\udffb\ud83c\udf85\ud83c\udffb\ud83c\udf84\ud83c\udf84\ud83c\udf77\ud83c\udf77 and best of all i see AT_USER xx \ud83d\ude18\ud83d\ude18\ud83d\ude18,John Dickinson,positive
north carolina is absolutely beautiful. i loved being surrounded in a winter wonderland\ud83e\udd17 URL,John Dickinson,positive
rt AT_USER apple announces annual winter itunes connect downtime slated for dec. 22-29 URL URL,John Dickinson,neutral
what to see at the moma this winter (city guide magazine) URL,John Dickinson,neutral
ok so it's winter for reals yo! luv it. can't wait to spend tg w the fam in quincyca hope there's\u2026 URL,John Dickinson,positive
recent winter planter fun!!,John Dickinson,positive
"sport 2008 nhl winter classic, buffalo, ny sabres &amp; penguins program &amp; 2 tickets URL taf URL",John Dickinson,neutral
i liked a AT_USER video URL les dudek jam with jim stafford at derry down event winter haven,John Dickinson,positive
finally got our chalet up for winter rental. \u00a0great for you skiers; greater for us nutty bikers! \u00a0 anyone keen? URL,John Dickinson,positive
help-please read my story on my go fund me page.i need oil to get thru winter. pray URL \u2026 via AT_USER,John Dickinson,neutral
recreation basketball schedules available on our website: URL URL,John Dickinson,neutral
"rt AT_USER if you can't make it to our winter concert in person, watch here at 5:15 pm: URL URL",John Dickinson,neutral
rt AT_USER thefosters is now premiering january 25th! gives us more promo time to help launch great new series AT_USER htt\u2026,John Dickinson,neutral
winter specials @ metropolis complex of augusta 706.722.1155 URL,John Dickinson,neutral
[washington] winter storm watch issued november 24 at 3:09pm cst until november 27 at 12:00am cst by nws URL nez045,John Dickinson,neutral
winter and summer mountain scene (christmas) URL,John Dickinson,neutral
rt AT_USER it's time that season to fall back and stack s/o all my hustler grinding this winter 2015 \ud83d\ude02\ud83d\ude02,John Dickinson,positive
2016 winter classic alumni game rosters announced nhlbruins bostonbruins bruins URL,John Dickinson,neutral
2 weeks till winter break ay college is blessed sometimes URL,John Dickinson,positive
winter happened &amp; that didn't stop her! noexcuses runner runnergirl yeti sweatpink URL,John Dickinson,positive
winter break 2015,John Dickinson,neutral
so excited for winter break w/ AT_USER \ud83d\udc6f URL,John Dickinson,positive
go team...wsdot taking care of us URL,John Dickinson,positive
rt AT_USER news: AT_USER plan winter sprinter w/ AT_USER AT_USER AT_USER &amp; more URL URL,John Dickinson,neutral
via AT_USER winter in crater lake national park URL travel,John Dickinson,neutral
you and i will not be shaken by the winter sound,John Dickinson,positive
having fishing withdrawals... winter in northern illinois,John Dickinson,negative
love is the winter coat you've had for 5 years and is still your go to every time.,John Dickinson,positive
"in the depth of winter i finally learned that there was in me an invincible summer.\""-albert camus URL",John Dickinson,neutral
online shopping for sandals when i still haven't bought winter boots\ud83d\ude43\ud83d\ude43\ud83d\ude43,John Dickinson,neutral
petition | chinese authorities are pounding dogs with shovels in attempt to win 2022 winter olympics bid! URL,Joseph Carron,negative
"URL help us save cats this winter! joe the cat, cat chance URL",Joseph Carron,positive
